1905-08-28,0.4509515840602746
1905-08-29,0.5136542993449525
1905-08-30,0.5713023267088654
1905-08-31,0.6014992685371755
1905-09-01,0.6473097890470029
1905-09-02,0.699007251478765
1905-09-03,0.7657243598803077
1905-09-04,0.7812277882669462
1905-09-05,0.7335565558272509
1905-09-06,0.6060214871901627
1905-09-07,0.4625832089019012
1905-09-08,0.3170566936736556
1905-09-09,0.20297747809726369
1905-09-10,0.09404781538397063
1905-09-11,0.013331944559512478
1905-09-12,-0.06232972324168775
1905-09-13,-0.12026384885698119
1905-09-14,-0.1961705640536835
1905-09-15,-0.26797236616400255
1905-09-16,-0.3477131831312628
1905-09-17,-0.40676612745921
1905-09-18,-0.47363195726608215
1905-09-19,-0.5277236476992562
1905-09-20,-0.5705792863886795
1905-09-21,-0.5457927261578492
1905-09-22,-0.46677635404362633
1905-09-23,-0.349259649071264
1905-09-24,-0.27343830751155496
1905-09-25,-0.24423379074843085
1905-09-26,-0.26096132073012535
1905-09-27,-0.2577187393667324
1905-09-28,-0.23441892371827133
1905-09-29,-0.1874873019824694
1905-09-30,-0.18019514977417014
1905-10-01,-0.22096012113858693
1905-10-02,-0.3297201605145688
1905-10-03,-0.4620513247268135
1905-10-04,-0.616417956530396
1905-10-05,-0.749896864637633
1905-10-06,-0.8533085228417148
1905-10-07,-0.878189390081663
1905-10-08,-0.8519273230832451
1905-10-09,-0.7938372030966431
1905-10-10,-0.7526899116821792
1905-10-11,-0.6850211414835279
1905-10-12,-0.5646035050479424
1905-10-13,-0.36145517134918637
1905-10-14,-0.14173625218711866
1905-10-15,0.06034154341399664
1905-10-16,0.20468912874037157
1905-10-17,0.3155103107640493
1905-10-18,0.3660664870479961
1905-10-19,0.3644086796761391
1905-10-20,0.31249411138486644
1905-10-21,0.29504479895467217
1905-10-22,0.35145684827309126
1905-10-23,0.5037447629206797
1905-10-24,0.6859871659870164
1905-10-25,0.8759130776570336
1905-10-26,1.045276385498388
1905-10-27,1.2119385578386168
1905-10-28,1.3292874560545547
1905-10-29,1.3709024918278794
1905-10-30,1.2844237978746054
1905-10-31,1.077825357263766
1905-11-01,0.7367846348069637
1905-11-02,0.30925271184662967
1905-11-03,-0.1554385191296239
1905-11-04,-0.5355695916911856
1905-11-05,-0.8138588173422192
1905-11-06,-0.9950480683091768
1905-11-07,-1.1012482767247247
1905-11-08,-1.1578363473767868
1905-11-09,-1.2002529803118545
1905-11-10,-1.2138966737337404
1905-11-11,-1.231319326423247
1905-11-12,-1.260932485423631
1905-11-13,-1.3425238822846033
1905-11-14,-1.434932599295086
1905-11-15,-1.5083921893776373
1905-11-16,-1.5112068188930106
1905-11-17,-1.4174109278155373
1905-11-18,-1.2038115443195452
1905-11-19,-0.9625040907832643
1905-11-20,-0.7051616288713773
1905-11-21,-0.4494740341241798
1905-11-22,-0.19410976516734296
1905-11-23,0.013774242010271304
1905-11-24,0.15037895647108368
1905-11-25,0.18742421750584384
1905-11-26,0.16535174318981757
1905-11-27,0.09626016646892353
1905-11-28,0.01738953754511687
1905-11-29,-0.06420084294622116
1905-11-30,-0.0997651658615776
1905-12-01,-0.08031908168824735
1905-12-02,0.008069996042375394
1905-12-03,0.13254909067589365
1905-12-04,0.2980255334913632
1905-12-05,0.47552644394311
1905-12-06,0.6577752923408632
1905-12-07,0.7990347645997715
1905-12-08,0.9057723224527677
1905-12-09,0.9751175034876853
1905-12-10,1.0368878215788848
1905-12-11,1.0837835221930145
1905-12-12,1.1131736336167364
1905-12-13,1.0809985322007316
1905-12-14,1.006301913388996
1905-12-15,0.9034356236513605
1905-12-16,0.8333085857371361
1905-12-17,0.8162142460935908
1905-12-18,0.8674249152866923
1905-12-19,0.9430949289074539
1905-12-20,1.0263317841149808
1905-12-21,1.0706444813045823
1905-12-22,1.0715573089323256
1905-12-23,1.005446116778887
1905-12-24,0.8883719188052045
1905-12-25,0.718399229942717
1905-12-26,0.5401208352871429
1905-12-27,0.3784478911009664
1905-12-28,0.2672299324266765
1905-12-29,0.17862716421812652
1905-12-30,0.10472777222060867
1905-12-31,0.03557652225315264
1906-01-01,0.0175084673653348
1906-01-02,0.0756578390368873
1906-01-03,0.2439547907732861
1906-01-04,0.5067397329022106
1906-01-05,0.843164202843628
1906-01-06,1.17987236669346
1906-01-07,1.4670336088872287
1906-01-08,1.644004375698245
1906-01-09,1.7202779745081687
1906-01-10,1.712919068190175
1906-01-11,1.6801697774488096
1906-01-12,1.6457341083438417
1906-01-13,1.6272923048897363
1906-01-14,1.5873907060769914
1906-01-15,1.5161074978466509
1906-01-16,1.3984200451347113
1906-01-17,1.2657120028552302
1906-01-18,1.1166976430123416
1906-01-19,0.9668617362093251
1906-01-20,0.8119607130231177
1906-01-21,0.6850957245058955
1906-01-22,0.5882450350033287
1906-01-23,0.5351883929394645
1906-01-24,0.5037368742571615
1906-01-25,0.4902516354204696
1906-01-26,0.4689489110657681
1906-01-27,0.43680802670837393
1906-01-28,0.35216855222840054
1906-01-29,0.21296964373237737
1906-01-30,0.015143740383002922
1906-01-31,-0.19582093198380288
1906-02-01,-0.39055257657469417
1906-02-02,-0.5331597656152725
1906-02-03,-0.6507746070827317
1906-02-04,-0.7441498824743839
1906-02-05,-0.8352983183651326
1906-02-06,-0.922305988101711
1906-02-07,-1.0355113452411153
1906-02-08,-1.166049693107123
1906-02-09,-1.2967670188096263
1906-02-10,-1.395236093318054
1906-02-11,-1.4542476962690982
1906-02-12,-1.4656104446359006
1906-02-13,-1.4532216190623826
1906-02-14,-1.4244028708266494
