date,0,1,2,3,4,5,6,7,8,9,10,11,rmm1,rmm2
1974-06-28,-66.5625,-53.554688,-174.625,201.71094,63.742188,-93.57030999999999,156.66406,-246.85156,-5.5234375,62.210938,-40.328125,-70.203125,-0.56441998,-0.29798999
1974-06-29,-89.60155999999999,-104.09375,-54.640625,215.51562,101.41405999999999,-213.58594,172.07811999999998,-170.4375,65.44530999999999,99.33594000000001,-60.289062,-49.164062,-0.0970496982,-0.40189001
1974-06-30,-16.078125,-8.609375,-13.484375,265.54688,-13.3671875,-209.03906,245.5,-136.91406,42.414062,119.890625,-79.046875,-2.9375,0.00914870016,-0.24384999
1974-07-01,50.25,98.90625,36.21875,203.29688000000002,-72.09375,-76.07030999999999,305.4297,-164.40625,59.140625,18.0,-22.476562,-16.40625,0.26054999,0.087101303
1974-07-02,-27.226562,37.203125,150.73438000000002,-62.21875,15.2265625,-23.398438,168.26561999999998,-210.03125,142.64061999999998,80.15625,143.79688000000002,-111.67969,0.26702401,0.23012
1974-07-03,-60.921875,-50.0,221.89062,-202.17188000000002,179.19531,-110.703125,36.726562,-236.32031,157.625,163.96094,191.875,-107.55469,0.355582,0.387155
1974-07-04,-56.53125,-67.015625,142.63281,-172.5,14.609375,-136.03906,-29.257812,-259.72656,91.40625,70.85155999999999,132.8125,-44.96875,0.844383,0.42613801
1974-07-05,-45.90625,-65.71875,123.47656,-115.82031,-11.015625,-75.27344000000001,3.578125,-192.47656,67.74219000000001,-40.929688,153.50781,-19.789062,1.1206599,0.40039399
1974-07-06,-15.6484375,-50.445312,219.44531,-137.71875,191.96875,-13.9921875,32.90625,-125.03906,166.17188000000002,-75.83594000000001,198.49219,-9.6015625,1.07635,0.59540701
1974-07-07,33.421875,13.359375,265.46875,-140.40625,191.61719,13.9765625,60.65625,-24.617188,223.36719,14.8046875,175.19531,35.890625,0.81290197,0.870444
1974-07-08,52.601562,35.75,136.74219,-146.1875,116.35156,39.8125,40.007812,51.976562,140.14061999999998,32.804688,88.796875,70.74219000000001,0.43173199999999995,1.08825
1974-07-09,14.6875,19.632812,40.289062,-151.42188000000002,43.828125,67.92969000000001,-45.992188,69.52344000000001,61.15625,-24.5625,32.578125,59.859375,0.0810154006,1.1705299999999998
1974-07-10,49.429688,21.015625,37.617188,-69.85155999999999,-81.828125,77.96094000000001,-33.84375,133.03125,64.90625,10.2109375,66.8125,123.625,-0.12074000000000001,1.12966
1974-07-11,71.921875,27.359375,-18.796875,-32.875,-89.015625,52.125,-16.320312,120.34375,10.125,27.21875,56.453125,119.38281,-0.27891999,0.99857098
1974-07-12,7.828125,-53.773438,-1.171875,-18.703125,-6.453125,-46.289062,-80.125,105.88281,27.71875,104.75780999999999,36.0625,84.671875,-0.13957,0.70270902
1974-07-13,37.0625,-57.0,-88.71094000000001,161.4375,-36.125,-91.0,-71.08594000000001,198.67969,-20.398438,210.73438,-28.21875,153.78125,-0.20472001,0.40228
1974-07-14,101.60155999999999,31.554688,-76.3125,381.53125,-51.78125,-25.898438,46.390625,279.21094,-66.234375,214.375,-32.898438,200.80469,-0.19937,0.11084100000000001
