date,0,1,2,3,4,5,6,7,8,9,10,11
1946-06-09,182.15625,79.96094000000001,71.484375,103.02344000000001,157.19531,9.3671875,221.55469,68.5625,117.265625,79.71094000000001,217.85938,160.34375
1946-06-10,168.96875,56.703125,172.83594,147.09375,138.23438000000002,-92.375,275.8125,92.5,118.9375,142.66406,145.25781,164.76561999999998
1946-06-11,247.77344,94.453125,47.257812,299.04688,-6.6015625,-112.078125,258.79688,224.50781,38.625,62.664062,103.734375,281.1875
1946-06-12,235.59375,136.20311999999998,-9.265625,367.875,30.703125,-15.7421875,273.5078,292.60156,10.3359375,-5.296875,131.28125,288.6328
1946-06-13,213.41406,150.96875,119.28906,213.59375,163.14844,29.632812,186.96094,211.78125,109.07031,16.78125,175.92188000000002,176.08594
1946-06-14,172.25781,48.734375,142.92188000000002,44.195312,80.74219000000001,-19.945312,96.14844000000001,138.04688000000002,131.82811999999998,41.898438,137.65625,101.55469000000001
1946-06-15,136.10938000000002,20.515625,135.63281,83.6875,61.484375,-10.4765625,147.07811999999998,126.390625,140.625,11.0625,155.5,73.046875
1946-06-16,122.97656,18.3125,47.421875,100.078125,57.367188,27.039062,171.75781,165.82811999999998,57.453125,-35.742188,165.44531,108.5625
1946-06-17,124.875,63.125,35.304688,130.36719,50.414062,42.609375,208.19531,155.35156,14.328125,-30.5,128.51561999999998,69.10155999999999
1946-06-18,57.789062,81.953125,65.28125,94.55469000000001,-29.382812,58.226562,177.38281,89.96875,45.242188,-6.21875,124.703125,40.664062
1946-06-19,62.734375,71.80469000000001,-4.6484375,-36.351562,-127.02344,-100.10155999999999,95.34375,76.671875,43.210938,10.09375,91.03125,-32.742188
1946-06-20,78.71094000000001,13.671875,-87.47655999999999,-121.35156,-127.50781,-271.375,-4.9296875,183.46094,-39.765625,29.453125,117.49219,39.882812
1946-06-21,42.71875,-9.4375,-52.203125,-285.4453,-23.828125,-335.59375,0.5703125,158.35156,-56.6875,-24.15625,129.09375,37.539062
1946-06-22,15.7578125,-7.515625,61.171875,-430.625,34.015625,-307.7578,-57.132812,56.335938,35.453125,-25.71875,144.85156,-8.765625
1946-06-23,-43.164062,-21.578125,34.65625,-407.8828,-47.976562,-347.8672,-49.054688,-96.59375,4.6640625,-89.25,125.765625,-19.039062
1946-06-24,-9.0546875,-3.609375,-78.74219000000001,-428.21875,-33.804688,-170.91406,-59.179688,18.578125,-128.0625,-194.75,157.84375,2.71875
1946-06-25,95.10155999999999,-36.625,-3.03125,-286.64062,115.53125,-35.90625,-129.49219,74.84375,-0.71875,-133.20311999999998,177.08594,72.52344000000001
