,rmm1
1948-09-22,-0.42887187
1948-09-23,-0.48418972
1948-09-24,-0.5107546
1948-09-25,-0.4076552
1948-09-26,-0.30855373
1948-09-27,-0.2596866
1948-09-28,-0.15598473
1948-09-29,-0.14963081
1948-09-30,-0.10679634
1948-10-01,-0.08122914
1948-10-02,-0.15124007
1948-10-03,-0.23271461
1948-10-04,-0.35393837
1948-10-05,-0.52507114
1948-10-06,-0.6257141
1948-10-07,-0.7752626
1948-10-08,-0.9237579
1948-10-09,-1.0774982
1948-10-10,-1.1566901
1948-10-11,-1.114504
1948-10-12,-1.0427274
1948-10-13,-0.9675715
1948-10-14,-0.8247757
1948-10-15,-0.71753305
1948-10-16,-0.64417946
1948-10-17,-0.5045183
1948-10-18,-0.36499885
1948-10-19,-0.17737676
1948-10-20,0.01698622
1948-10-21,0.2683241
1948-10-22,0.38474926
1948-10-23,0.45116273
1948-10-24,0.57791173
1948-10-25,0.64496076
1948-10-26,0.6449307
1948-10-27,0.54214877
1948-10-28,0.55425924
1948-10-29,0.62173796
1948-10-30,0.75317395
1948-10-31,0.84200835
1948-11-01,0.9513688
1948-11-02,0.99629664
1948-11-03,0.98320603
1948-11-04,0.96289563
1948-11-05,0.71526134
1948-11-06,0.1771655
1948-11-07,-0.16126205
1948-11-08,-0.4153988
1948-11-09,-0.58101094
1948-11-10,-0.7496463
1948-11-11,-0.83980405
1948-11-12,-0.8711637
1948-11-13,-0.87635916
1948-11-14,-0.74416
1948-11-15,-0.65436196
1948-11-16,-0.59087485
1948-11-17,-0.643902
1948-11-18,-0.5903963
1948-11-19,-0.58582366
1948-11-20,-0.6495708
1948-11-21,-0.61706483
1948-11-22,-0.5116264
1948-11-23,-0.35260823
1948-11-24,-0.24365632
1948-11-25,-0.0796438
1948-11-26,0.15807344
1948-11-27,0.28312054
1948-11-28,0.33414775
1948-11-29,0.40252742
1948-11-30,0.4676613
1948-12-01,0.47631457
1948-12-02,0.4381319
1948-12-03,0.26367655
1948-12-04,-0.08947119
1948-12-05,-0.48400787
1948-12-06,-0.83673465
1948-12-07,-1.1087388
1948-12-08,-1.4248334
1948-12-09,-1.5680628
1948-12-10,-1.6055341
1948-12-11,-1.5329031
1948-12-12,-1.4791985
1948-12-13,-1.573976
1948-12-14,-1.6901817
1948-12-15,-1.8113368
1948-12-16,-1.902953
1948-12-17,-1.9223559
1948-12-18,-1.9242764
1948-12-19,-1.8446498
1948-12-20,-1.6279216
1948-12-21,-1.4573332
1948-12-22,-1.0882626
1948-12-23,-0.6769166
1948-12-24,-0.25229976
1948-12-25,0.06744767
1948-12-26,0.47974494
1948-12-27,0.8385929
1948-12-28,1.1315002
1948-12-29,1.3957617
1948-12-30,1.6177046
1948-12-31,1.7773829
1949-01-01,1.790952
1949-01-02,1.5887051
1949-01-03,1.2976024
1949-01-04,0.91982603
1949-01-05,0.5893799
1949-01-06,0.38526687
1949-01-07,0.30981714
1949-01-08,0.3496323
1949-01-09,0.35272345
1949-01-10,0.24961753
1949-01-11,0.09209922
1949-01-12,-0.022558553
1949-01-13,-0.054395035
1949-01-14,-0.07179713
1949-01-15,-0.044379033
1949-01-16,-0.03409543
1949-01-17,-0.0773872
1949-01-18,-0.09719871
1949-01-19,-0.12874512
1949-01-20,-0.18487515
1949-01-21,-0.19758278
1949-01-22,-0.23698254
1949-01-23,-0.44973385
1949-01-24,-0.6399573
1949-01-25,-0.76187015
1949-01-26,-0.8434474
1949-01-27,-0.7932514
1949-01-28,-0.53368574
1949-01-29,-0.2942911
1949-01-30,-0.14522116
1949-01-31,-0.0069820937
1949-02-01,0.11566981
1949-02-02,0.2895203
1949-02-03,0.5685668
1949-02-04,0.80458486
1949-02-05,0.9318723
1949-02-06,1.1991379
1949-02-07,1.468704
1949-02-08,1.660609
1949-02-09,1.8162826
1949-02-10,1.8930225
1949-02-11,1.8274314
1949-02-12,1.7817628
1949-02-13,1.498219
1949-02-14,1.0369267
1949-02-15,0.75470537
1949-02-16,0.5681685
1949-02-17,0.55217224
1949-02-18,0.5746191
1949-02-19,0.7019731
1949-02-20,0.97779024
1949-02-21,1.0613267
1949-02-22,0.90730023
1949-02-23,0.49882093
1949-02-24,0.23320411
1949-02-25,0.04122031
1949-02-26,-0.064796396
1949-02-27,0.11376579
1949-02-28,0.27728972
1949-03-01,0.37832066
1949-03-02,0.46406022
1949-03-03,0.51204205
1949-03-04,0.51438385
1949-03-05,0.386457
1949-03-06,0.18714303
1949-03-07,-0.0014774632
1949-03-08,-0.12101729
1949-03-09,-0.122631654
1949-03-10,-0.0094218645
1949-03-11,0.2646772
1949-03-12,0.493864
1949-03-13,0.642635
1949-03-14,0.82178205
1949-03-15,1.0163873
1949-03-16,1.1075387
1949-03-17,0.95130736
1949-03-18,0.66516095
1949-03-19,0.4724646
1949-03-20,0.28359595
1949-03-21,0.06509596
1949-03-22,-0.22708072
1949-03-23,-0.45514604
1949-03-24,-0.72212934
1949-03-25,-0.89928627
1949-03-26,-0.89793456
1949-03-27,-0.8925868
1949-03-28,-0.9123473
1949-03-29,-1.0413071
1949-03-30,-1.1345825
1949-03-31,-1.2370079
1949-04-01,-1.3040576
1949-04-02,-1.230266
1949-04-03,-1.0028375
1949-04-04,-0.74116284
1949-04-05,-0.41183504
1949-04-06,-0.16441526
1949-04-07,-0.014295051
1949-04-08,0.08974187
1949-04-09,0.20172918
1949-04-10,0.29613498
1949-04-11,0.4613151
1949-04-12,0.5818656
1949-04-13,0.62178063
1949-04-14,0.561814
1949-04-15,0.34100804
1949-04-16,0.11375038
1949-04-17,0.040887658
1949-04-18,0.01184158
1949-04-19,0.021401128
1949-04-20,0.06351782
1949-04-21,0.14339986
1949-04-22,0.16301118
1949-04-23,0.18059908
1949-04-24,0.23826434
1949-04-25,0.2005118
1949-04-26,-0.07767799
1949-04-27,-0.3216311
1949-04-28,-0.44960222
1949-04-29,-0.541878
1949-04-30,-0.60868764
1949-05-01,-0.63230264
1949-05-02,-0.6497737
1949-05-03,-0.69699186
1949-05-04,-0.70490736
1949-05-05,-0.70071626
1949-05-06,-0.6450088
1949-05-07,-0.5626965
1949-05-08,-0.45961037
1949-05-09,-0.4248787
1949-05-10,-0.4009432
1949-05-11,-0.34535095
1949-05-12,-0.23616357
1949-05-13,-0.21080948
1949-05-14,-0.31260002
1949-05-15,-0.4177314
1949-05-16,-0.51041967
1949-05-17,-0.46726945
1949-05-18,-0.46556783
1949-05-19,-0.34110144
1949-05-20,-0.1851119
1949-05-21,-0.105327904
1949-05-22,-0.005623864
1949-05-23,0.0706661
1949-05-24,0.07251956
1949-05-25,-0.01625725
1949-05-26,-0.062273026
1949-05-27,-0.11701161
1949-05-28,-0.12407425
1949-05-29,-0.07885924
1949-05-30,-0.046338193
1949-05-31,-0.007918043
1949-06-01,-0.024753572
1949-06-02,-0.064349845
1949-06-03,-0.07491912
1949-06-04,-0.076565616
1949-06-05,-0.12115955
1949-06-06,-0.1770066
1949-06-07,-0.22724725
1949-06-08,-0.29914665
1949-06-09,-0.37409768
1949-06-10,-0.48882958
1949-06-11,-0.6913603
1949-06-12,-0.7861462
1949-06-13,-0.6980337
1949-06-14,-0.6292703
1949-06-15,-0.5917239
1949-06-16,-0.61355853
1949-06-17,-0.6109099
1949-06-18,-0.49455634
1949-06-19,-0.2179669
1949-06-20,0.11754191
1949-06-21,0.27521372
1949-06-22,0.3403376
1949-06-23,0.37080827
1949-06-24,0.20221142
1949-06-25,0.06539476
1949-06-26,0.12687498
1949-06-27,0.32778445
1949-06-28,0.4573379
1949-06-29,0.47643426
1949-06-30,0.36012378
1949-07-01,0.20812365
1949-07-02,-0.012593349
1949-07-03,-0.2013916
1949-07-04,-0.4292473
1949-07-05,-0.5920524
1949-07-06,-0.6309856
1949-07-07,-0.6531596
1949-07-08,-0.6225398
1949-07-09,-0.6151128
1949-07-10,-0.6835705
1949-07-11,-0.8683326
1949-07-12,-1.0744705
1949-07-13,-1.1768463
1949-07-14,-1.1165133
1949-07-15,-0.96303713
1949-07-16,-0.9592172
1949-07-17,-0.93025863
1949-07-18,-0.8970239
1949-07-19,-0.83990836
1949-07-20,-0.6985079
1949-07-21,-0.37992445
1949-07-22,-0.06783351
1949-07-23,0.18448108
1949-07-24,0.43977997
1949-07-25,0.75139093
1949-07-26,0.91059184
1949-07-27,0.9479656
1949-07-28,0.89091307
1949-07-29,0.8833401
1949-07-30,1.0476096
1949-07-31,1.1835022
1949-08-01,1.2254333
1949-08-02,1.2151749
1949-08-03,1.1201559
1949-08-04,0.8877206
1949-08-05,0.6458216
1949-08-06,0.39880973
1949-08-07,0.199924
1949-08-08,0.10432491
1949-08-09,0.05513016
1949-08-10,-0.006601749
1949-08-11,-0.066644266
1949-08-12,-0.13171127
1949-08-13,-0.13729504
1949-08-14,-0.08800144
1949-08-15,-0.045342967
1949-08-16,-0.05128655
1949-08-17,-0.22001141
1949-08-18,-0.42407683
1949-08-19,-0.5940139
1949-08-20,-0.78360087
1949-08-21,-0.88031733
1949-08-22,-0.8871788
1949-08-23,-0.74375916
1949-08-24,-0.6353524
1949-08-25,-0.5935583
1949-08-26,-0.5345819
1949-08-27,-0.5806116
1949-08-28,-0.6049082
1949-08-29,-0.46283665
1949-08-30,-0.4309306
1949-08-31,-0.38678598
1949-09-01,-0.28499573
1949-09-02,-0.12291072
1949-09-03,0.01723186
1949-09-04,0.25459057
1949-09-05,0.39789706
1949-09-06,0.49972585
1949-09-07,0.48488334
1949-09-08,0.4788938
1949-09-09,0.46303776
1949-09-10,0.34325287
1949-09-11,0.17249492
1949-09-12,0.04576863
1949-09-13,-0.017560111
1949-09-14,0.09830492
1949-09-15,0.2875794
1949-09-16,0.41017333
1949-09-17,0.55596906
1949-09-18,0.63551265
1949-09-19,0.58083415
1949-09-20,0.46560577
1949-09-21,0.23243614
1949-09-22,-0.08626194
1949-09-23,-0.3733491
1949-09-24,-0.4995313
1949-09-25,-0.5078602
1949-09-26,-0.53842777
1949-09-27,-0.6149876
1949-09-28,-0.691203
1949-09-29,-0.69465727
1949-09-30,-0.5954205
1949-10-01,-0.51563656
1949-10-02,-0.2915527
1949-10-03,-0.18515219
1949-10-04,-0.20419584
1949-10-05,-0.33885768
1949-10-06,-0.5090185
1949-10-07,-0.67167455
1949-10-08,-0.75127995
1949-10-09,-0.75431824
1949-10-10,-0.7697831
1949-10-11,-0.7022747
1949-10-12,-0.6070371
1949-10-13,-0.49172017
1949-10-14,-0.29174754
1949-10-15,-0.07674084
1949-10-16,0.048975
1949-10-17,0.14969184
1949-10-18,0.3289512
1949-10-19,0.35962155
1949-10-20,0.337173
1949-10-21,0.42984724
1949-10-22,0.47023746
1949-10-23,0.5189532
1949-10-24,0.5575868
1949-10-25,0.5760468
1949-10-26,0.6276407
1949-10-27,0.56568664
1949-10-28,0.3379725
1949-10-29,0.078288585
1949-10-30,-0.12704396
1949-10-31,-0.27154368
1949-11-01,-0.32892457
1949-11-02,-0.2224534
1949-11-03,-0.01914824
1949-11-04,0.12645878
1949-11-05,0.17302309
1949-11-06,0.1308809
1949-11-07,0.057292134
1949-11-08,-0.026153306
1949-11-09,-0.15190567
1949-11-10,-0.29494223
1949-11-11,-0.32032284
1949-11-12,-0.23750187
1949-11-13,-0.29396832
1949-11-14,-0.48600677
1949-11-15,-0.6885772
1949-11-16,-0.69737136
1949-11-17,-0.68110394
1949-11-18,-0.6229521
1949-11-19,-0.63612413
1949-11-20,-0.66034126
1949-11-21,-0.61434567
1949-11-22,-0.62122107
1949-11-23,-0.7076968
1949-11-24,-0.8742367
1949-11-25,-1.1938273
1949-11-26,-1.1268593
1949-11-27,-0.9303524
1949-11-28,-0.66281796
1949-11-29,-0.33567485
1949-11-30,-0.06888026
1949-12-01,0.16143423
1949-12-02,0.31752694
1949-12-03,0.52016485
1949-12-04,0.6243481
1949-12-05,0.59402966
1949-12-06,0.37719992
1949-12-07,-0.06805912
1949-12-08,-0.5055013
1949-12-09,-0.9915184
1949-12-10,-1.2966354
1949-12-11,-1.5883026
1949-12-12,-1.729299
1949-12-13,-1.6606138
1949-12-14,-1.6067832
1949-12-15,-1.6072612
1949-12-16,-1.5364034
1949-12-17,-1.3659605
1949-12-18,-1.190751
1949-12-19,-1.067626
1949-12-20,-0.9627346
1949-12-21,-0.67379934
1949-12-22,-0.3979004
1949-12-23,-0.13407607
1949-12-24,0.103448115
1949-12-25,0.3202955
1949-12-26,0.51941913
1949-12-27,0.68396693
1949-12-28,0.78330183
1949-12-29,0.81051767
1949-12-30,0.790166
1949-12-31,0.80765784
1950-01-01,0.7467025
1950-01-02,0.5037905
1950-01-03,0.2807478
1950-01-04,0.03759197
1950-01-05,-0.17255203
1950-01-06,-0.324307
1950-01-07,-0.25942966
1950-01-08,-0.1248994
1950-01-09,-0.04044529
1950-01-10,0.031090623
1950-01-11,0.09277588
1950-01-12,0.18570629
1950-01-13,0.40336147
1950-01-14,0.5473819
1950-01-15,0.7131872
1950-01-16,0.89422035
1950-01-17,0.95877004
1950-01-18,0.8600278
1950-01-19,0.75694895
1950-01-20,0.44903925
1950-01-21,-0.05231887
1950-01-22,-0.6622963
1950-01-23,-1.1634761
1950-01-24,-1.4803858
1950-01-25,-1.4115453
1950-01-26,-1.1147151
1950-01-27,-0.7926574
1950-01-28,-0.4127742
1950-01-29,-0.104319505
1950-01-30,0.03946753
1950-01-31,0.1370516
1950-02-01,0.24973615
1950-02-02,0.19996686
1950-02-03,-0.011688182
1950-02-04,-0.19711934
1950-02-05,-0.2414863
1950-02-06,-0.19710974
1950-02-07,-0.1456547
1950-02-08,-0.16894373
1950-02-09,-0.17947724
1950-02-10,-0.08924247
1950-02-11,0.07000909
1950-02-12,0.24828666
1950-02-13,0.45938128
1950-02-14,0.64312017
1950-02-15,0.78015065
1950-02-16,1.0165414
1950-02-17,1.185905
1950-02-18,1.1335697
1950-02-19,1.013286
1950-02-20,0.9286271
1950-02-21,0.75022143
1950-02-22,0.558285
1950-02-23,0.53718877
1950-02-24,0.5332806
1950-02-25,0.5231838
1950-02-26,0.35192546
1950-02-27,0.2415504
1950-02-28,0.23170887
1950-03-01,0.15656546
1950-03-02,0.06634759
1950-03-03,-0.013829367
1950-03-04,-0.1306812
1950-03-05,-0.14708121
1950-03-06,-0.071714245
1950-03-07,0.40179184
1950-03-08,0.8094131
1950-03-09,1.026782
1950-03-10,0.9609299
1950-03-11,0.65135926
1950-03-12,0.2807281
1950-03-13,0.0037582275
1950-03-14,-0.26267323
1950-03-15,-0.5804602
1950-03-16,-0.8950751
1950-03-17,-0.9578295
1950-03-18,-0.9280584
1950-03-19,-0.8509309
1950-03-20,-0.74692345
1950-03-21,-0.52403903
1950-03-22,-0.35884222
1950-03-23,-0.18038855
1950-03-24,0.07352405
1950-03-25,0.25898552
1950-03-26,0.44027045
1950-03-27,0.58120793
1950-03-28,0.6273779
1950-03-29,0.6640798
1950-03-30,0.53957105
1950-03-31,0.52540594
1950-04-01,0.60429335
1950-04-02,0.73638654
1950-04-03,0.93978155
1950-04-04,1.0764229
1950-04-05,1.0793715
1950-04-06,1.0501271
1950-04-07,1.0492625
1950-04-08,1.1926489
1950-04-09,1.3155448
1950-04-10,1.1359532
1950-04-11,0.8948633
1950-04-12,0.77923083
1950-04-13,0.65939903
1950-04-14,0.3786433
1950-04-15,0.075963385
1950-04-16,-0.2096513
1950-04-17,-0.42910138
1950-04-18,-0.4251981
1950-04-19,-0.3559307
1950-04-20,-0.28605995
1950-04-21,-0.2327001
1950-04-22,-0.17948788
1950-04-23,-0.0665032
1950-04-24,-0.047002554
1950-04-25,-0.067546055
1950-04-26,-0.052572988
1950-04-27,0.059528016
1950-04-28,0.21169305
1950-04-29,0.33896562
1950-04-30,0.42832083
1950-05-01,0.56416094
1950-05-02,0.7414044
1950-05-03,0.75302005
1950-05-04,0.6956711
1950-05-05,0.61207527
1950-05-06,0.48942572
1950-05-07,0.31464794
1950-05-08,0.17698564
1950-05-09,0.12165722
1950-05-10,-0.043007903
1950-05-11,-0.20290695
1950-05-12,-0.36877117
1950-05-13,-0.47998223
1950-05-14,-0.54815733
1950-05-15,-0.67215145
1950-05-16,-0.6129174
1950-05-17,-0.39292222
1950-05-18,-0.16821708
1950-05-19,0.036375105
1950-05-20,0.24831584
1950-05-21,0.5329654
1950-05-22,0.6898496
1950-05-23,0.75850856
1950-05-24,0.81243145
1950-05-25,0.7254208
1950-05-26,0.57641697
1950-05-27,0.44628784
1950-05-28,0.37067726
1950-05-29,0.31824273
1950-05-30,0.16851792
1950-05-31,0.073362105
1950-06-01,0.07840975
1950-06-02,0.021148013
1950-06-03,0.001423629
1950-06-04,0.014801325
1950-06-05,0.110659406
1950-06-06,0.25643107
1950-06-07,0.3659216
1950-06-08,0.40049523
1950-06-09,0.3989321
1950-06-10,0.42212144
1950-06-11,0.5587857
1950-06-12,0.5566418
1950-06-13,0.48121586
1950-06-14,0.47110793
1950-06-15,0.5331564
1950-06-16,0.62394226
1950-06-17,0.5704278
1950-06-18,0.5835257
1950-06-19,0.7007059
1950-06-20,0.842325
1950-06-21,0.9163096
1950-06-22,0.88978475
1950-06-23,0.7925818
1950-06-24,0.65566117
1950-06-25,0.4893435
1950-06-26,0.29460606
1950-06-27,0.09388976
1950-06-28,-0.111924455
1950-06-29,-0.2606679
1950-06-30,-0.37062016
1950-07-01,-0.434096
1950-07-02,-0.5114287
1950-07-03,-0.55441904
1950-07-04,-0.6542118
1950-07-05,-0.74692976
1950-07-06,-0.7673872
1950-07-07,-0.8175235
1950-07-08,-0.8939214
1950-07-09,-0.96336997
1950-07-10,-0.9320899
1950-07-11,-0.691227
1950-07-12,-0.45348796
1950-07-13,-0.28793645
1950-07-14,-0.06171476
1950-07-15,0.1411095
1950-07-16,0.25761902
1950-07-17,0.31792495
1950-07-18,0.23120843
1950-07-19,0.10583481
1950-07-20,0.03485477
1950-07-21,0.05155439
1950-07-22,0.12853904
1950-07-23,0.1977107
1950-07-24,0.29712257
1950-07-25,0.33558342
1950-07-26,0.33231866
1950-07-27,0.2538034
1950-07-28,0.1578066
1950-07-29,-0.06746351
1950-07-30,-0.23922782
1950-07-31,-0.41903403
1950-08-01,-0.42253277
1950-08-02,-0.34517482
1950-08-03,-0.15709439
1950-08-04,0.022547176
1950-08-05,0.14287373
1950-08-06,0.22633043
1950-08-07,0.23961858
1950-08-08,0.22208588
1950-08-09,0.18029852
1950-08-10,0.06999594
1950-08-11,-0.03295298
1950-08-12,-0.1111134
1950-08-13,-0.20059238
1950-08-14,-0.30787852
1950-08-15,-0.38115332
1950-08-16,-0.4864321
1950-08-17,-0.62435114
1950-08-18,-0.8009546
1950-08-19,-0.9579842
1950-08-20,-1.0212326
1950-08-21,-1.0637783
1950-08-22,-1.1027286
1950-08-23,-1.0770813
1950-08-24,-0.987885
1950-08-25,-1.116088
1950-08-26,-1.2079424
1950-08-27,-1.2493994
1950-08-28,-1.2340661
1950-08-29,-1.1271373
1950-08-30,-0.92264044
1950-08-31,-0.543825
1950-09-01,-0.20258804
1950-09-02,0.09059293
1950-09-03,0.11529114
1950-09-04,0.11503073
1950-09-05,-0.025654526
1950-09-06,0.11315973
1950-09-07,0.22426444
1950-09-08,0.4520782
1950-09-09,0.7657191
1950-09-10,0.92832154
1950-09-11,1.1064885
1950-09-12,1.3846028
1950-09-13,1.6164429
1950-09-14,1.6583092
1950-09-15,1.5731051
1950-09-16,1.4634991
1950-09-17,1.3054708
1950-09-18,1.1917729
1950-09-19,0.94635147
1950-09-20,0.633434
1950-09-21,0.2910696
1950-09-22,0.042193413
1950-09-23,-0.053822197
1950-09-24,-0.17393434
1950-09-25,-0.23229666
1950-09-26,-0.21828789
1950-09-27,-0.16849308
1950-09-28,-0.04819189
1950-09-29,0.14408083
1950-09-30,0.2243064
1950-10-01,0.21798514
1950-10-02,0.045164227
1950-10-03,-0.16361022
1950-10-04,-0.26492348
1950-10-05,-0.32593924
1950-10-06,-0.33232555
1950-10-07,-0.39416698
1950-10-08,-0.4919295
1950-10-09,-0.602578
1950-10-10,-0.69024533
1950-10-11,-0.87087953
1950-10-12,-0.9231374
1950-10-13,-0.8388231
1950-10-14,-0.6860278
1950-10-15,-0.48091096
1950-10-16,-0.31898972
1950-10-17,-0.23562409
1950-10-18,-0.10996406
1950-10-19,0.124028526
1950-10-20,0.5600529
1950-10-21,0.8833902
1950-10-22,1.0930974
1950-10-23,1.1332612
1950-10-24,1.0903759
1950-10-25,0.92711365
1950-10-26,0.71986514
1950-10-27,0.55647725
1950-10-28,0.49751732
1950-10-29,0.42658785
1950-10-30,0.29928848
1950-10-31,0.18081497
1950-11-01,0.0930454
1950-11-02,0.01780189
1950-11-03,-0.10032017
1950-11-04,-0.006455751
1950-11-05,0.1694326
1950-11-06,0.27408314
1950-11-07,0.36561534
1950-11-08,0.34888133
1950-11-09,0.30184674
1950-11-10,0.21599378
1950-11-11,0.094022565
1950-11-12,0.0003021937
1950-11-13,-0.017325694
1950-11-14,0.037309714
1950-11-15,0.07004732
1950-11-16,0.1767155
1950-11-17,0.2542391
1950-11-18,0.2779269
1950-11-19,0.3113941
1950-11-20,0.29125115
1950-11-21,0.2565443
1950-11-22,0.21246304
1950-11-23,0.22446457
1950-11-24,0.20822158
1950-11-25,0.19899443
1950-11-26,0.14755146
1950-11-27,0.066317484
1950-11-28,0.08883757
1950-11-29,0.09473753
1950-11-30,0.15381452
1950-12-01,0.29278594
1950-12-02,0.53953665
1950-12-03,0.7807938
1950-12-04,0.86760783
1950-12-05,0.92319477
1950-12-06,0.8051361
1950-12-07,0.43495724
1950-12-08,0.24265406
1950-12-09,0.21481308
1950-12-10,0.30167484
1950-12-11,0.40636215
1950-12-12,0.5306071
1950-12-13,0.665045
1950-12-14,0.71984
1950-12-15,0.684904
1950-12-16,0.59176147
1950-12-17,0.4821116
1950-12-18,0.39354455
1950-12-19,0.31056568
1950-12-20,0.2570599
1950-12-21,0.18080747
1950-12-22,0.12162526
1950-12-23,0.08214212
1950-12-24,0.006001303
1950-12-25,-0.09104435
1950-12-26,-0.15808967
1950-12-27,-0.38908294
1950-12-28,-0.52993524
1950-12-29,-0.61329764
1950-12-30,-0.70861423
1950-12-31,-0.7893046
1951-01-01,-0.84965
1951-01-02,-0.88122606
1951-01-03,-0.91596246
1951-01-04,-1.0245789
1951-01-05,-1.1154258
1951-01-06,-1.0413835
1951-01-07,-0.9288764
1951-01-08,-0.88504213
1951-01-09,-0.7560929
1951-01-10,-0.4031768
1951-01-11,-0.09245365
1951-01-12,0.14391205
1951-01-13,0.29055753
1951-01-14,0.39722565
1951-01-15,0.62159956
1951-01-16,0.94347703
1951-01-17,1.2625277
1951-01-18,1.4118733
1951-01-19,1.358256
1951-01-20,1.25279
1951-01-21,0.87352955
1951-01-22,0.5537526
1951-01-23,0.1822279
1951-01-24,-0.037405312
1951-01-25,-0.10323806
1951-01-26,-0.11315332
1951-01-27,0.092156455
1951-01-28,0.24562597
1951-01-29,0.40810093
1951-01-30,0.49478093
1951-01-31,0.5782682
1951-02-01,0.5631025
1951-02-02,0.55817163
1951-02-03,0.60706663
1951-02-04,0.4778839
1951-02-05,0.36570254
1951-02-06,0.3460993
1951-02-07,0.3757818
1951-02-08,0.4185063
1951-02-09,0.4618247
1951-02-10,0.45657477
1951-02-11,0.51763076
1951-02-12,0.60288405
1951-02-13,0.61902094
1951-02-14,0.6296866
1951-02-15,0.73266137
1951-02-16,0.75861657
1951-02-17,0.613921
1951-02-18,0.5129121
1951-02-19,0.61346376
1951-02-20,0.6259796
1951-02-21,0.69064474
1951-02-22,0.7173047
1951-02-23,0.9096294
1951-02-24,1.0242647
1951-02-25,1.1246524
1951-02-26,1.1146189
1951-02-27,1.0178616
1951-02-28,0.8217764
1951-03-01,0.5904271
1951-03-02,0.19285874
1951-03-03,-0.066262886
1951-03-04,-0.15477945
1951-03-05,-0.19906846
1951-03-06,-0.22284521
1951-03-07,-0.2677569
1951-03-08,-0.2043931
1951-03-09,-0.16635267
1951-03-10,-0.15760379
1951-03-11,-0.23549487
1951-03-12,-0.25949517
1951-03-13,-0.29467708
1951-03-14,-0.3753949
1951-03-15,-0.49765936
1951-03-16,-0.63606024
1951-03-17,-0.729358
1951-03-18,-0.71921015
1951-03-19,-0.88198435
1951-03-20,-1.0543306
1951-03-21,-1.2418575
1951-03-22,-1.4350836
1951-03-23,-1.611967
1951-03-24,-1.6574275
1951-03-25,-1.7131366
1951-03-26,-1.5653067
1951-03-27,-1.347348
1951-03-28,-1.1387404
1951-03-29,-1.0264
1951-03-30,-0.94166607
1951-03-31,-0.79286003
1951-04-01,-0.70161724
1951-04-02,-0.8168991
1951-04-03,-0.84538436
1951-04-04,-0.74594927
1951-04-05,-0.47798857
1951-04-06,-0.2319433
1951-04-07,0.04700896
1951-04-08,0.41320652
1951-04-09,0.68866193
1951-04-10,0.9241616
1951-04-11,1.02172
1951-04-12,0.905728
1951-04-13,0.6437059
1951-04-14,0.36264336
1951-04-15,0.15137367
1951-04-16,0.114578165
1951-04-17,0.08797072
1951-04-18,0.02416862
1951-04-19,0.03429503
1951-04-20,0.33395875
1951-04-21,0.69951963
1951-04-22,1.0285805
1951-04-23,1.1891823
1951-04-24,1.1071278
1951-04-25,0.95979774
1951-04-26,0.68145865
1951-04-27,0.4658431
1951-04-28,0.35656905
1951-04-29,0.24361916
1951-04-30,0.09968374
1951-05-01,0.010316594
1951-05-02,-0.16382442
1951-05-03,-0.31046456
1951-05-04,-0.36533067
1951-05-05,-0.2718235
1951-05-06,-0.20566054
1951-05-07,-0.16906144
1951-05-08,-0.30216315
1951-05-09,-0.6157077
1951-05-10,-0.97971845
1951-05-11,-1.0122948
1951-05-12,-1.0543742
1951-05-13,-1.0969539
1951-05-14,-1.170321
1951-05-15,-1.1755131
1951-05-16,-0.990643
1951-05-17,-0.6890842
1951-05-18,-0.51369053
1951-05-19,-0.4868547
1951-05-20,-0.4262158
1951-05-21,-0.52851146
1951-05-22,-0.6975042
1951-05-23,-0.8016175
1951-05-24,-0.8534097
1951-05-25,-0.73935246
1951-05-26,-0.684229
1951-05-27,-0.6484806
1951-05-28,-0.6198708
1951-05-29,-0.57477665
1951-05-30,-0.52537316
1951-05-31,-0.43647897
1951-06-01,-0.34406734
1951-06-02,-0.1669177
1951-06-03,0.095747195
1951-06-04,0.38952956
1951-06-05,0.7949697
1951-06-06,1.1813976
1951-06-07,1.5144696
1951-06-08,1.8624452
1951-06-09,2.028362
1951-06-10,1.9863594
1951-06-11,1.769099
1951-06-12,1.5192866
1951-06-13,1.26068
1951-06-14,1.1065685
1951-06-15,1.0561408
1951-06-16,1.033617
1951-06-17,0.9155611
1951-06-18,0.6999309
1951-06-19,0.581434
1951-06-20,0.41471592
1951-06-21,0.07160551
1951-06-22,-0.14805682
1951-06-23,-0.3076302
1951-06-24,-0.37371013
1951-06-25,-0.41786283
1951-06-26,-0.62553036
1951-06-27,-0.74419105
1951-06-28,-0.81461877
1951-06-29,-0.89697
1951-06-30,-0.9639857
1951-07-01,-0.98493016
1951-07-02,-0.9809092
1951-07-03,-1.0169892
1951-07-04,-1.0420505
1951-07-05,-1.1001627
1951-07-06,-1.127126
1951-07-07,-1.0884355
1951-07-08,-1.0753073
1951-07-09,-1.1467981
1951-07-10,-1.1792115
1951-07-11,-1.1130106
1951-07-12,-1.0335116
1951-07-13,-0.919114
1951-07-14,-0.67595017
1951-07-15,-0.41305408
1951-07-16,-0.17664619
1951-07-17,0.08194361
1951-07-18,0.32779047
1951-07-19,0.57075596
1951-07-20,0.8441454
1951-07-21,0.99438184
1951-07-22,1.0809876
1951-07-23,1.0379379
1951-07-24,0.9960161
1951-07-25,0.8670789
1951-07-26,0.655252
1951-07-27,0.3559998
1951-07-28,0.19531791
